path,semantic_review,remediation_status,finding,commit,verification
backend/g1_teleop/__init__.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_review
backend/g1_teleop/protocol.py,full_text_review,review_complete_existing_issue,R32,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_protocol_v2_test_review
backend/g1_teleop/config.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_config_test_review
backend/g1_teleop/calibration.py,full_text_review,review_complete_existing_issue,R27,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_foundation_test_review
backend/g1_teleop/transforms.py,full_text_review,review_complete_existing_issue,R27,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_review
backend/g1_teleop/motion_reference.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_motion_test_review
backend/g1_teleop/mapping.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_review
backend/g1_teleop/camera.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_foundation_test_review
backend/g1_teleop/camera_factory.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_foundation_test_review
backend/g1_teleop/g1_camera_mount.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_review
backend/g1_teleop/gate7_simulation_feedback.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_feedback_test_review
backend/g1_teleop/runtime_state.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_runtime_test_review
backend/g1_teleop/unitree_image_transport.py,full_text_review,review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_source_and_foundation_test_review
backend/tests/test_foundation.py,full_text_review,test_review_complete,R27,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_test_review
backend/tests/test_protocol_v2.py,full_text_review,test_review_complete,R32,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_test_review
backend/tests/test_teleop_config.py,full_text_review,test_review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_test_review
backend/tests/test_motion_reference.py,full_text_review,test_review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_test_review
backend/tests/test_runtime_architecture.py,full_text_review,test_review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_test_review
backend/tests/test_gate7_simulation_feedback.py,full_text_review,test_review_complete,,570df679b840f64c48ac8e4cb1aae2045a4583ea,full_test_review
